,generated_caption,cap,verbs,objs,n_objs
508,A snowman conducting an orchestra of icy instruments in a winter wonderland.,A snowman conducting an orchestra of icy instruments in a winter wonderland.,{'conduct'},{'conduct'},1
509,Mermaids racing dolphins along a shimmering coral reef.,Mermaids racing dolphins along a shimmering coral reef.,"{'shimmer', 'race'}","{'shimmer', 'race'}",2
510,"A group of children floating in mid-air with colorful, balloon-powered backpacks.","A group of children floating in mid-air with colorful, balloon-powered backpacks.","{'power', 'float'}","{'power', 'float'}",2
511,A fairy painting rainbows across the sky with a giant brush.,A fairy painting rainbows across the sky with a giant brush.,{'paint'},{'paint'},1
512,A time traveler arriving at a bustling market square in ancient Rome.,A time traveler arriving at a bustling market square in ancient Rome.,"{'arrive', 'bustle'}","{'arrive', 'bustle'}",2
513,A witch brewing a potion that turns the night sky into day.,A witch brewing a potion that turns the night sky into day.,"{'brew', 'turn'}","{'brew', 'turn'}",2
514,An alien teaching humans how to play a musical instrument with eight strings.,An alien teaching humans how to play a musical instrument with eight strings.,"{'play', 'teach'}","{'teach', 'play'}",2
515,A vampire hosting a midnight tea party with unsuspecting guests.,A vampire hosting a midnight tea party with unsuspecting guests.,{'host'},{'host'},1
516,A sentient book narrating its own adventure to a captivated audience.,A sentient book narrating its own adventure to a captivated audience.,"{'captivate', 'narrate'}","{'captivate', 'narrate'}",2
517,Giants playing volleyball with a comet in a cloud-filled arena.,Giants playing volleyball with a comet in a cloud-filled arena.,"{'fill', 'play'}","{'fill', 'play'}",2
518,A dinosaur leading a yoga class in a peaceful prehistoric valley.,A dinosaur leading a yoga class in a peaceful prehistoric valley.,{'lead'},{'lead'},1
519,Talking flowers debating the best method of sunlight absorption.,Talking flowers debating the best method of sunlight absorption.,"{'talk', 'debate'}","{'talk', 'debate'}",2
520,A knight polishing his armor which magically deflects dirt.,A knight polishing his armor which magically deflects dirt.,"{'deflect', 'polish'}","{'polish', 'deflect'}",2
521,A phoenix rising from ashes in a display of fiery splendor.,A phoenix rising from ashes in a display of fiery splendor.,{'rise'},{'rise'},1
522,An enchanted mirror giving a motivational speech to a shy teenager.,An enchanted mirror giving a motivational speech to a shy teenager.,{'give'},{'give'},1
523,A group of gnomes building a miniature city from leaves and twigs.,A group of gnomes building a miniature city from leaves and twigs.,{'build'},{'build'},1
524,A ghostly librarian re-shelving spectral books in a haunted library.,A ghostly librarian re-shelving spectral books in a haunted library.,"{'re', 'haunt', 'shelve', '-'}","{'re', 'haunt', 'shelve', '-'}",4
525,A troll cooking a feast under a bridge for passing travelers.,A troll cooking a feast under a bridge for passing travelers.,"{'pass', 'cook'}","{'pass', 'cook'}",2
526,A centaur teaching archery to young forest dwellers.,A centaur teaching archery to young forest dwellers.,{'teach'},{'teach'},1
527,A sorceress casting a spell to turn the autumn leaves into birds.,A sorceress casting a spell to turn the autumn leaves into birds.,"{'cast', 'turn'}","{'cast', 'turn'}",2
528,A group of pixies decorating a hollow tree for a celebration.,A group of pixies decorating a hollow tree for a celebration.,{'decorate'},{'decorate'},1
529,A talking teapot recounting tales of past tea parties.,A talking teapot recounting tales of past tea parties.,"{'talk', 'recount'}","{'talk', 'recount'}",2
530,A leprechaun counting his gold at the end of a rainbow.,A leprechaun counting his gold at the end of a rainbow.,{'count'},{'count'},1
531,A mummy exploring modern cities wrapped in historical bandages.,A mummy exploring modern cities wrapped in historical bandages.,"{'explore', 'wrap'}","{'explore', 'wrap'}",2
532,A cyclops crafting sculptures with its one enormous eye.,A cyclops crafting sculptures with its one enormous eye.,{'craft'},{'craft'},1
533,An ogre participating in a poetry reading at a village square.,An ogre participating in a poetry reading at a village square.,{'participate'},{'participate'},1
534,A sea serpent creating waves to help sailors at sea.,A sea serpent creating waves to help sailors at sea.,"{'help', 'create'}","{'create', 'help'}",2
535,A unicorn curing plants with its magical horn in an enchanted forest.,A unicorn curing plants with its magical horn in an enchanted forest.,{'cure'},{'cure'},1
536,A genie appearing from a lamp at a crowded beach party.,A genie appearing from a lamp at a crowded beach party.,"{'crowd', 'appear'}","{'crowd', 'appear'}",2
537,An astronaut planting flowers on an alien planet.,An astronaut planting flowers on an alien planet.,{'plant'},{'plant'},1
538,A dragon teaching fire-breathing techniques to its young offspring.,A dragon teaching fire-breathing techniques to its young offspring.,"{'breathe', 'teach'}","{'breathe', 'teach'}",2
539,Gargoyles playing hide and seek on a Gothic cathedral.,Gargoyles playing hide and seek on a Gothic cathedral.,"{'seek', 'play'}","{'seek', 'play'}",2
540,A tree whispering ancient secrets to those who listen closely.,A tree whispering ancient secrets to those who listen closely.,"{'whisper', 'listen'}","{'whisper', 'listen'}",2
541,An old wizard sorting through a pile of magical artifacts.,An old wizard sorting through a pile of magical artifacts.,{'sort'},{'sort'},1
542,Two knights jousting on hoverboards in a futuristic arena.,Two knights jousting on hoverboards in a futuristic arena.,{'joust'},{'joust'},1
543,A fairy and a spider spinning silk garments together.,A fairy and a spider spinning silk garments together.,{'spin'},{'spin'},1
544,A yeti throwing snowballs at unsuspecting mountaineers.,A yeti throwing snowballs at unsuspecting mountaineers.,{'throw'},{'throw'},1
545,A ghost writing its memoirs in a dusty old mansion.,A ghost writing its memoirs in a dusty old mansion.,{'write'},{'write'},1
546,A werewolf howling at the moon in a dramatic mountain setting.,A werewolf howling at the moon in a dramatic mountain setting.,{'howl'},{'howl'},1
547,A group of witches flying brooms in a night-time race.,A group of witches flying brooms in a night-time race.,{'fly'},{'fly'},1
548,A sphinx posing riddles to tourists in a mystical desert.,A sphinx posing riddles to tourists in a mystical desert.,{'pose'},{'pose'},1
549,A siren singing melodies to calm stormy seas.,A siren singing melodies to calm stormy seas.,"{'singe', 'calm'}","{'singe', 'calm'}",2
550,A vampire reading poetry at a candlelit cafe.,A vampire reading poetry at a candlelit cafe.,{'read'},{'read'},1
551,A sentient tree relocating to a better spot in the forest.,A sentient tree relocating to a better spot in the forest.,{'relocate'},{'relocate'},1
552,A group of pixies lighting up a garden with bioluminescent dust.,A group of pixies lighting up a garden with bioluminescent dust.,{'light'},{'light'},1
553,A goblin bargaining at a supernatural flea market.,A goblin bargaining at a supernatural flea market.,{'bargain'},{'bargain'},1
554,An enchanted scarecrow guiding lost travelers in the night.,An enchanted scarecrow guiding lost travelers in the night.,{'guide'},{'guide'},1
555,A dragon playing a flaming saxophone at a jazz club.,A dragon playing a flaming saxophone at a jazz club.,"{'flame', 'play'}","{'flame', 'play'}",2
556,A talking dog giving a tour of his favorite city spots.,A talking dog giving a tour of his favorite city spots.,"{'talk', 'give'}","{'talk', 'give'}",2
557,An alien sketching portraits at a busy intergalactic station.,An alien sketching portraits at a busy intergalactic station.,{'sketch'},{'sketch'},1
558,A sea captain navigating a ghost ship through foggy waters.,A sea captain navigating a ghost ship through foggy waters.,{'navigate'},{'navigate'},1
559,A group of dwarves mining glowing gems in a deep cave.,A group of dwarves mining glowing gems in a deep cave.,"{'mine', 'glow'}","{'mine', 'glow'}",2
560,A cherub painting heart-shaped clouds in the sky.,A cherub painting heart-shaped clouds in the sky.,"{'paint', 'shape'}","{'paint', 'shape'}",2
561,An ice giant sculpting glaciers into intricate castles.,An ice giant sculpting glaciers into intricate castles.,{'sculpt'},{'sculpt'},1
562,A mermaid teaching a class on underwater basket weaving.,A mermaid teaching a class on underwater basket weaving.,{'teach'},{'teach'},1
563,A dryad orchestrating a symphony with rustling leaves.,A dryad orchestrating a symphony with rustling leaves.,"{'rustle', 'orchestrate'}","{'rustle', 'orchestrate'}",2
564,A gargoyle critiquing architecture from its perch.,A gargoyle critiquing architecture from its perch.,{'critique'},{'critique'},1
565,A shapeshifter modeling different historical outfits at a fashion show.,A shapeshifter modeling different historical outfits at a fashion show.,{'model'},{'model'},1
566,An elf crafting delicate jewelry from dewdrops and moonlight.,An elf crafting delicate jewelry from dewdrops and moonlight.,{'craft'},{'craft'},1
567,A sorcerer creating a magical light show in the night sky.,A sorcerer creating a magical light show in the night sky.,{'create'},{'create'},1
568,A banshee singing lullabies to soothe restless spirits.,A banshee singing lullabies to soothe restless spirits.,"{'singe', 'soothe'}","{'singe', 'soothe'}",2
569,A pair of giants playing chess with boulders and trees.,A pair of giants playing chess with boulders and trees.,{'play'},{'play'},1
570,A griffin guarding treasures in a mystical cave.,A griffin guarding treasures in a mystical cave.,{'guard'},{'guard'},1
571,A zombie starting a community garden for sustainable produce.,A zombie starting a community garden for sustainable produce.,{'start'},{'start'},1
572,An oracle giving forecasts in a bustling ancient market.,An oracle giving forecasts in a bustling ancient market.,"{'bustle', 'give'}","{'bustle', 'give'}",2
573,A sea witch teaching spells to young merfolk.,A sea witch teaching spells to young merfolk.,{'teach'},{'teach'},1
574,A samurai practicing sword skills amidst falling cherry blossoms.,A samurai practicing sword skills amidst falling cherry blossoms.,"{'practice', 'fall'}","{'practice', 'fall'}",2
575,A superhero saving a city from an invading horde of trolls.,A superhero saving a city from an invading horde of trolls.,"{'save', 'invade'}","{'save', 'invade'}",2
576,A vampire hunting for rare books in an old library.,A vampire hunting for rare books in an old library.,{'hunt'},{'hunt'},1
577,A talking cat hosting a midnight radio show for the nocturnal.,A talking cat hosting a midnight radio show for the nocturnal.,"{'host', 'talk'}","{'host', 'talk'}",2
578,A pirate digging for treasure in the sands of a deserted island.,A pirate digging for treasure in the sands of a deserted island.,{'dig'},{'dig'},1
579,An alien blending in at a human carnival.,An alien blending in at a human carnival.,{'blend'},{'blend'},1
580,A ghost attending its own portrait unveiling at a haunted gallery.,A ghost attending its own portrait unveiling at a haunted gallery.,"{'attend', 'haunt'}","{'attend', 'haunt'}",2
581,A nymph directing a choir of birds in a morning concert.,A nymph directing a choir of birds in a morning concert.,{'direct'},{'direct'},1
